iter	RMSE
491	773.2966481
492	772.6928803
493	772.2498979
494	770.861724
495	769.6318921
496	768.0139689
497	766.0314798
498	763.4050236
499	761.1692971
500	760.5382002
501	758.5070542
502	756.3495435
503	754.4436034
504	752.8475983
505	751.325119
506	749.8362953
507	749.6251053
508	748.4558
509	746.7640756
510	745.2051584
511	743.2518901
512	741.2528637
513	741.045504
514	739.321193
515	738.4396478
516	736.9266034
517	735.1671596
518	733.3383067
519	732.3747699
520	730.0407282
521	728.1526076
522	726.7704157
523	725.4822689
524	723.7671443
525	721.6976834
526	721.4933032
527	720.3417845
528	719.9260271
529	719.38569
530	717.783942
531	717.6174475
532	717.3856309
533	715.4476639
534	715.2531128
535	713.4624324
536	711.7739777
537	710.5886559
538	708.3095987
539	707.150087
540	706.0615317
541	704.53377
542	703.8325316
543	703.1680618
544	701.5888289
545	701.323227
546	699.3300594
547	697.9328221
548	696.6065113
549	694.5961184
550	694.4063181
551	693.2127506
552	693.0009515
553	691.4172086
554	690.5417321
555	688.7470456
556	687.5679113
557	686.1168211
558	684.8814915
559	683.3658503
560	682.6692561
561	680.8320532
562	679.3362815
563	679.0662657
564	678.3549289
565	676.7704664
566	675.1236721
567	673.7773929
568	673.3156704
569	672.4959557
570	671.8013462
571	669.9835696
572	669.0486702
573	668.5440184
574	666.3743576
575	664.942862
576	663.2897286
577	662.9776408
578	661.1469783
579	660.2801748
580	658.4804845
581	657.108371
582	654.9596698
583	653.3890182
584	652.2840271
585	651.2338084
586	650.2831979
587	648.4815157
588	646.523807
589	645.6690634
590	644.5202375
591	644.2565713
592	642.2898548
593	641.8434386
594	640.583389
595	639.9612708
596	639.1550998
597	638.7202397
598	637.1442571
599	636.4024583
600	634.5021774
601	632.9957349
602	632.071369
603	631.2237089
604	630.345481
605	629.3729911
606	628.3611774
607	627.1195706
608	626.2460227
609	624.8766274
610	623.4798227
611	622.8528289
612	621.699443
613	619.8910886
614	619.2019328
615	617.5581001
616	616.8001394
617	615.3549376
618	613.6232046
619	611.9020877
620	611.7206667
621	610.6193115
622	610.3863195
623	610.0572281
624	609.6221979
625	608.5657464
626	607.3620508
627	606.3247292
628	604.8727846
629	603.7237378
630	603.3637022
631	602.9513307
632	602.208927
633	601.1014951
634	599.8693055
635	599.2944657
636	597.4720743
637	595.7685954
638	594.519134
639	594.2889885
640	593.2344681
641	592.0778272
642	590.7242949
643	590.1671775
644	589.0273025
645	587.5075895
646	586.5375306
647	585.977038
648	584.419945
649	583.3857743
650	582.6236281
651	582.0762531
652	580.9129198
653	580.6237653
654	580.4518019
655	579.2818808
656	578.4077089
657	577.436918
658	575.5716552
659	575.3346985
660	574.6312213
661	573.1976975
662	571.9159488
663	571.1106156
664	569.5392775
665	568.6133022
666	567.4011537
667	567.1830589
668	565.5647393
669	565.3474064
670	564.2757639
671	563.7325628
672	562.5120509
673	561.6621669
674	560.5182807
675	559.5397341
676	559.3800075
677	559.26622
678	558.6773285
679	558.073743
680	557.7581213
681	556.936558
682	556.7821908
683	555.2343438
684	554.4467755
685	554.2919538
686	554.0649163
687	553.2795625
688	551.9949741
689	551.6589316
690	551.4730325
691	550.4053345
692	549.4364918
693	548.8614388
694	547.8394397
695	546.5826738
696	545.8099847
697	544.9527972
698	544.8049767
699	544.1864111
700	542.9614801
701	542.1766708
702	541.5576722
703	540.4446803
704	540.1898791
705	539.7586173
706	538.8397763
707	538.1769993
708	537.9236965
709	536.918802
710	535.6592973
711	534.0860919
712	533.6205871
713	532.2518108
714	531.1277077
715	530.9900425
716	530.274469
717	529.13943
718	528.6495236
719	528.337331
720	527.4380571
721	526.6323821
722	526.4078072
723	525.7928265
724	525.6332136
725	524.5555313
726	523.9670519
727	522.997741
728	522.8645104
729	522.210185
730	520.9662692
731	519.7933551
732	518.9955832
733	518.2046075
734	517.5528308
735	516.9364651
736	516.8058272
737	515.8992665
738	514.4131736
739	513.1016406
740	512.2810591
741	511.4269221
742	510.8134719
743	510.1735482
744	509.937999
745	509.2842719
746	508.1577963
747	507.987601
748	507.2087165
749	505.9770252
750	505.1972729
751	504.125502
752	503.9913421
753	503.1429636
754	501.8464812
755	501.3966614
756	500.734307
757	500.6068757
758	499.1349583
759	498.312775
760	496.7877492
761	496.2248834
762	495.1379321
763	493.9109813
764	493.2609333
765	492.8872709
766	492.4681956
767	491.9808616
768	491.49145
769	491.2099677
770	490.6035765
771	490.4839182
772	489.1976966
773	488.9816952
774	487.8199139
775	487.3600544
776	486.5435671
777	485.9629104
778	484.6908744
779	484.1118916
780	482.5857024
781	481.8955463
782	480.9292767
783	480.2536351
784	479.6485653
785	478.6325255
786	478.4935182
787	478.3003751
788	478.1345103
789	477.7188787
790	476.7805669
791	475.6425461
792	475.5228143
793	475.0406232
794	474.344495
795	473.7882553
796	473.3166168
797	472.7127081
798	471.6770846
799	471.1089208
800	469.6172985
801	468.88478
802	468.021949
803	466.5478061
804	465.5366618
805	464.8291027
806	464.2878289
807	463.2698797
808	462.6382296
809	461.2417842
810	460.7212379
811	459.7019224
812	459.1022751
813	458.5867099
814	458.0842073
815	457.3136886
816	457.194719
817	457.0540367
818	456.0034541
819	455.2962148
820	454.7622281
821	453.80816
822	453.6991336
823	453.2052393
824	452.9169419
825	452.4626375
826	452.1859365
827	451.5990029
828	451.2944693
829	450.8031718
830	450.0493001
831	449.8942703
832	449.3509319
833	448.0971568
834	447.3649873
835	446.7952851
836	446.3216443
837	445.9742859
838	444.9163967
839	444.2799263
840	443.7584376
841	442.8981828
842	442.3388005
843	441.6916276
844	441.2015844
845	440.6474979
846	439.6736695
847	439.2061806
848	438.5620021
849	437.6101473
850	436.9718124
851	436.3128763
852	435.5184824
853	435.1697396
854	434.657089
855	433.7062103
856	433.3057773
857	432.6605503
858	431.962408
859	431.3117028
860	430.8443843
861	430.4189916
862	429.517612
863	428.6523506
864	427.7180866
865	427.6055915
866	427.294245
867	427.0145151
868	426.5757701
869	426.1684016
870	425.824057
871	424.9320611
872	424.2433392
873	424.1256024
874	423.7088497
875	423.1039022
876	422.6573485
877	422.3129219
878	421.9603512
879	421.3305538
880	421.2140813
881	420.7938419
882	420.6803555
883	420.5836675
884	420.146249
885	419.7377413
886	418.8521392
887	418.2727463
888	417.757335
889	417.2799778
890	416.7148549
891	416.3806107
892	415.9079956
893	415.3705431
894	414.8099683
895	414.4292846
896	414.3217697
897	414.214287
898	413.6071131
899	413.0188038
900	412.2376826
901	411.3949845
902	410.3491113
903	409.7404369
904	409.4391096
905	409.0600927
906	408.8962676
907	408.3890101
908	408.2889459
909	407.894765
910	407.4443878
911	407.3744034
912	406.8332587
913	406.7256471
914	406.5390352
915	405.7315317
916	404.8334606
917	404.4839633
918	403.3142674
919	402.9938616
920	402.130663
921	401.9169121
922	401.5576717
923	401.1501254
924	400.6371556
925	400.4067764
926	400.3274242
927	400.0313497
928	399.7325156
929	399.2922264
930	397.9682696
931	397.7529049
932	397.4560742
933	396.5409346
934	395.4834756
935	395.0710123
936	394.7313768
937	393.883174
938	393.5342793
939	393.0159905
940	392.5530891
941	391.9525297
942	391.5497168
943	390.9863987
944	390.5399259
945	389.4711297
946	388.9734755
947	387.991783
948	387.8519627
949	387.2276948
950	386.7892943
951	386.2193604
952	386.0871043
953	385.0501752
954	384.7620446
955	384.4286187
956	384.0032868
957	383.7167697
958	383.1997185
959	383.1090707
960	382.9082331
961	381.7880632
962	381.0318837
963	380.6659346
964	380.0078587
965	379.9107346
966	379.0826231
967	378.6161411
968	377.9577185
969	377.3549425
970	376.9673473
971	376.4716098
972	375.9466151
973	375.8557439
974	375.2371737
975	374.941665
976	374.705816
977	373.90793
978	373.6288478
979	372.3111933
980	372.1486605
981	371.6240684
982	371.3566809
983	370.0779392
984	370.0173606
985	369.2130766
986	368.8560418
987	368.505092
988	368.1334903
989	367.7262692
990	367.1642384
991	366.6132705
992	365.855125
993	365.0437321
994	364.8342372
995	364.4749414
996	364.3280852
997	364.0513045
998	363.9236216
999	363.5908337
