Date,weekday,weeknum,kosdaq,nasdaq,sp500,dow,kospi,code,Close
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,000660,91500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,000660,92000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,000660,93800.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,000660,98400.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,000660,97100.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,000660,97700.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,000660,97900.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,000660,96300.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,000660,98500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,000660,100000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,000660,102000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,000660,101500.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,000660,106500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,000660,103000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,035420,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,035420,370500.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,035420,373000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,035420,393500.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,035420,388500.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,035420,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,035420,372000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,035420,382000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,035420,395000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,035420,393500.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,035420,396500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,035420,407500.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,035420,407500.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,035420,410500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,035420,407500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,035420,402500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,035420,412500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,035420,414500.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,035420,413000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,035420,407000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,035720,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,035720,111000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,035720,113000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,035720,119500.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,035720,117500.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,035720,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,035720,113500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,035720,117000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,035720,121500.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,035720,122000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,035720,121500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,035720,127500.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,035720,128000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,035720,128000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,035720,127500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,035720,126000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,035720,127500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,035720,128500.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,035720,125500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,035720,125500.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,207940,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,207940,812000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,207940,791000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,207940,815000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,207940,830000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,207940,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,207940,834000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,207940,829000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,207940,859000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,207940,869000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,207940,858000.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,207940,868000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,207940,875000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,207940,868000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,207940,880000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,207940,877000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,207940,879000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,207940,898000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,207940,886000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,207940,871000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,005935,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,005935,66200.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,005935,65100.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,005935,65600.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,005935,66300.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,005935,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,005935,64500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,005935,64100.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,005935,64100.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,005935,64500.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,005935,64100.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,005935,64400.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,005935,64400.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,005935,64500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,005935,64200.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,005935,63800.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,005935,65000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,005935,64600.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,005935,65400.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,005935,64000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,051910,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,051910,747000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,051910,743000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,051910,737000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,051910,764000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,051910,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,051910,796000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,051910,808000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,051910,848000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,051910,836000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,051910,827000.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,051910,831000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,051910,840000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,051910,806000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,051910,818000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,051910,821000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,051910,830000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,051910,825000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,051910,850000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,051910,836000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,006400,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,006400,680000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,006400,666000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,006400,667000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,006400,686000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,006400,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,006400,663000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,006400,671000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,006400,692000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,006400,712000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,006400,705000.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,006400,727000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,006400,727000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,006400,723000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,006400,737000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,006400,733000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,006400,746000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,006400,750000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,006400,746000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,006400,734000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,005380,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,005380,193500.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,005380,194000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,005380,201000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,005380,205000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,005380,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,005380,204500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,005380,211000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,005380,209000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,005380,208500.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,005380,209500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,005380,209000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,005380,209000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,005380,207500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,005380,207500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,005380,211000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,005380,213500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,005380,213500.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,005380,210000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,005380,208000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,068270,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,068270,218000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,068270,212000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,068270,213000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,068270,224000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,068270,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,068270,214500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,068270,215500.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,068270,222000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,068270,220000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,068270,216500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,068270,218000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,068270,219000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,068270,217500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,068270,219500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,068270,216500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,068270,222500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,068270,219000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,068270,215500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,068270,200500.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,000270,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,000270,77800.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,000270,74700.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,000270,79800.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,000270,81900.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,000270,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,000270,82200.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,000270,84200.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,000270,84100.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,000270,83800.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,000270,84200.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,000270,84300.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,000270,83800.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,000270,83600.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,000270,83400.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,000270,84300.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,000270,84800.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,000270,85000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,000270,86000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,000270,85100.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,005490,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,005490,322000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,005490,317000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,005490,319500.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,005490,320000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,005490,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,005490,322000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,005490,325000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,005490,327500.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,005490,328000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,005490,319500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,005490,320000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,005490,309500.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,005490,311000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,005490,303500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,005490,313000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,005490,315000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,005490,308000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,005490,301000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,005490,296000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,066570,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,066570,123500.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,066570,120000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,066570,124000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,066570,120000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,066570,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,066570,124000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,066570,122000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,066570,123500.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,066570,126500.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,066570,123500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,066570,126500.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,066570,125000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,066570,125500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,066570,125000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,066570,124500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,066570,125500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,066570,122000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,066570,122000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,066570,120500.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,028260,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,028260,122000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,028260,121000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,028260,122500.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,028260,122000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,028260,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,028260,118500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,028260,120000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,028260,119500.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,028260,122500.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,028260,120500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,028260,121000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,028260,120500.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,028260,121500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,028260,120500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,028260,120000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,028260,121500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,028260,120500.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,028260,117000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,028260,114000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,012330,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,012330,251500.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,012330,250000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,012330,260500.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,012330,266000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,012330,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,012330,260500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,012330,271000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,012330,273000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,012330,271000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,012330,270500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,012330,272000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,012330,268000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,012330,267500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,012330,264500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,012330,268500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,012330,270500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,012330,267000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,012330,263500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,012330,252000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,096770,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,096770,265000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,096770,255500.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,096770,252000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,096770,248000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,096770,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,096770,256500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,096770,259000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,096770,263500.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,096770,258500.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,096770,259000.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,096770,256500.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,096770,258000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,096770,257000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,096770,256500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,096770,256500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,096770,257000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,096770,251000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,096770,243500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,096770,242500.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,051900,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,051900,1346000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,051900,1327000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,051900,1380000.0
