Date,weekday,weeknum,kosdaq,nasdaq,sp500,dow,kospi,code,Close
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,000100,57700.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,000100,59500.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,000100,59500.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,000100,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,000100,58700.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,000100,59000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,000100,61500.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,000100,62300.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,000100,62300.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,000100,63200.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,000100,62200.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,000100,61800.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,000100,61800.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,000100,61200.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,000100,62000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,000100,61600.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,000100,60800.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,000100,59900.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,069500,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,069500,38777.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,069500,38178.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,069500,38817.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,069500,38732.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,069500,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,069500,38068.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,069500,38452.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,069500,38936.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,069500,39336.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,069500,39211.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,069500,39540.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,069500,39365.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,069500,39296.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,069500,39331.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,069500,39535.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,069500,39904.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,069500,39570.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,069500,39460.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,069500,38825.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,000120,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,000120,151000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,000120,150500.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,000120,151000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,000120,147000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,000120,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,000120,144500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,000120,149000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,000120,148000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,000120,148000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,000120,147000.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,000120,149500.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,000120,149500.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,000120,151500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,000120,149000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,000120,150000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,000120,149000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,000120,148000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,000120,145500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,000120,142000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,078930,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,078930,45300.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,078930,45400.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,078930,44800.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,078930,43800.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,078930,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,078930,45000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,078930,45150.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,078930,44800.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,078930,45400.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,078930,45350.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,078930,45300.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,078930,44500.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,078930,45250.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,078930,43900.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,078930,44350.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,078930,44050.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,078930,43800.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,078930,42700.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,078930,42250.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,003410,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,003410,7840.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,003410,7780.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,003410,7790.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,003410,7640.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,003410,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,003410,7460.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,003410,7450.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,003410,7680.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,003410,7770.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,003410,7700.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,003410,7700.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,003410,7710.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,003410,7660.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,003410,7650.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,003410,7630.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,003410,7660.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,003410,7680.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,003410,7730.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,003410,7850.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,029780,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,029780,34050.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,029780,34050.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,029780,34550.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,029780,34750.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,029780,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,029780,34100.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,029780,34350.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,029780,34350.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,029780,34700.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,029780,35100.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,029780,35200.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,029780,34900.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,029780,35300.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,029780,35100.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,029780,35400.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,029780,35350.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,029780,35150.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,029780,34650.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,029780,34250.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,028670,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,028670,7300.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,028670,7150.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,028670,7160.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,028670,6690.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,028670,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,028670,6510.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,028670,6490.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,028670,6610.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,028670,6680.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,028670,6440.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,028670,6410.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,028670,6270.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,028670,6300.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,028670,6140.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,028670,6200.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,028670,6290.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,028670,6240.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,028670,6070.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,028670,6020.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,004990,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,004990,32800.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,004990,32100.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,004990,32750.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,004990,32700.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,004990,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,004990,32400.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,004990,32450.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,004990,32900.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,004990,33600.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,004990,33150.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,004990,33300.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,004990,33100.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,004990,33450.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,004990,33400.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,004990,34050.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,004990,34000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,004990,33650.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,004990,33150.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,004990,32700.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,005830,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,005830,64600.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,005830,65700.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,005830,65400.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,005830,66100.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,005830,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,005830,65500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,005830,64200.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,005830,65400.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,005830,65800.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,005830,65300.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,005830,65300.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,005830,66600.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,005830,66800.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,005830,66100.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,005830,66400.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,005830,66000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,005830,65300.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,005830,60800.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,005830,59200.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,016360,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,016360,46500.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,016360,45950.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,016360,46750.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,016360,46100.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,016360,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,016360,46150.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,016360,46650.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,016360,47100.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,016360,47450.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,016360,47600.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,016360,48150.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,016360,48550.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,016360,48800.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,016360,48250.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,016360,48650.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,016360,48950.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,016360,48800.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,016360,47750.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,016360,47350.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,128940,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,128940,258500.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,128940,251000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,128940,262000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,128940,260500.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,128940,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,128940,257000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,128940,264000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,128940,269500.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,128940,270500.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,128940,269500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,128940,274000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,128940,272500.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,128940,277000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,128940,273500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,128940,273000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,128940,276500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,128940,273000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,128940,268500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,128940,264000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,005387,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,005387,91500.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,005387,93100.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,005387,95800.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,005387,96100.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,005387,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,005387,95700.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,005387,98500.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,005387,99100.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,005387,99700.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,005387,100000.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,005387,99800.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,005387,99100.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,005387,98500.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,005387,98000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,005387,98600.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,005387,100000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,005387,99800.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,005387,99600.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,005387,97900.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,298020,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,298020,632000.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,298020,593000.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,298020,620000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,298020,610000.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,298020,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,298020,606000.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,298020,614000.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,298020,622000.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,298020,620000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,298020,628000.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,298020,625000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,298020,621000.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,298020,612000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,298020,603000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,298020,624000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,298020,621000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,298020,606000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,298020,606000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,298020,597000.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,006360,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,006360,41550.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,006360,40200.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,006360,41750.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,006360,40950.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,006360,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,006360,40950.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,006360,41600.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,006360,41950.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,006360,42500.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,006360,41650.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,006360,41650.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,006360,41150.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,006360,41600.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,006360,41250.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,006360,41600.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,006360,42350.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,006360,41400.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,006360,41250.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,006360,41350.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,020150,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,020150,109500.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,020150,101500.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,020150,101000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,020150,104500.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,020150,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,020150,105500.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,020150,109500.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,020150,108500.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,020150,111000.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,020150,110500.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,020150,117000.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,020150,109500.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,020150,107000.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,020150,104500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,020150,105500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,020150,105000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,020150,104500.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,020150,103000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,020150,100500.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,007070,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,007070,32050.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,007070,32450.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,007070,32950.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,007070,32600.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,007070,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,007070,32250.0
2021-10-13,2,41,953.47,14571.6,4363.8,34378.6,2944.41,007070,32400.0
2021-10-14,3,41,983.43,14823.4,4438.23,34911.7,2988.64,007070,32400.0
2021-10-15,4,41,990.54,14897.3,4471.37,35295.48,3015.06,007070,33200.0
2021-10-18,0,42,993.86,15021.8,4486.48,35259.01,3006.68,007070,33050.0
2021-10-19,1,42,1005.35,15129.1,4519.63,35458.37,3029.04,007070,32850.0
2021-10-20,2,42,1001.62,15121.7,4536.19,35609.93,3013.13,007070,32250.0
2021-10-21,3,42,993.7,15215.7,4549.78,35601.96,3007.33,007070,32300.0
2021-10-22,4,42,995.07,15090.2,4544.9,35677.68,3006.16,007070,32550.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,007070,32500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,007070,33050.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,007070,32950.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,007070,32350.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,007070,32200.0
2021-10-04,0,40,969.285,14255.5,4300.46,34003.58,2990.675,008770,
2021-10-05,1,40,955.37,14433.8,4345.72,34315.99,2962.17,008770,88400.0
2021-10-06,2,40,922.36,14501.9,4363.55,34417.98,2908.31,008770,89200.0
2021-10-07,3,40,953.43,14654.0,4399.76,34754.15,2959.46,008770,91000.0
2021-10-08,4,40,953.11,14579.5,4391.36,34746.71,2956.3,008770,90700.0
2021-10-11,0,41,946.63,14486.2,4361.19,34496.85,2936.34,008770,
2021-10-12,1,41,940.15,14465.9,4350.64,34378.08,2916.38,008770,89700.0
